nutrition_log_id,member_id,log_date,meal_type,food_id,food_name,serving_size_g,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g
NL00001576,MEM001377,2024-07-23,Dinner,FOOD0046,banana,300.0,267.0,3.3,69.0,0.9,6.9,20.7
NL00001577,MEM002302,2024-11-12,Post-Workout,FOOD0060,almonds,80.0,463.2,16.8,17.6,40.0,1.8,5.3
NL00001578,MEM002180,2024-06-18,Breakfast,FOOD0033,spinach,90.0,20.7,2.6,3.2,0.4,0.4,1.0
NL00001579,MEM000576,2024-01-15,Snack,FOOD0017,protein powder,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00001580,MEM002306,2024-11-03,Post-Workout,FOOD0026,pasta,250.0,327.5,12.5,62.5,2.8,6.2,18.8
NL00001581,MEM001413,2024-07-30,Breakfast,FOOD0017,protein powder,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00001582,MEM002045,2024-03-31,Post-Workout,FOOD0044,zucchini,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00001583,MEM001278,2024-08-28,Dinner,FOOD0067,flax seeds,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00001584,MEM001578,2024-03-06,Post-Workout,FOOD0080,protein bar,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00001585,MEM001824,2024-07-08,Dinner,FOOD0079,granola bar,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00001586,MEM002161,2024-05-28,Dinner,FOOD0065,coconut oil,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00001587,MEM001166,2024-03-20,Post-Workout,FOOD0059,avocado,280.0,448.0,5.6,23.8,42.0,2.5,7.0
NL00001588,MEM001436,2024-09-08,Breakfast,FOOD0001,chicken breast,210.0,346.5,65.1,0.0,7.6,0.0,0.0
NL00001589,MEM001651,2024-10-27,Snack,FOOD0083,dark chocolate,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00001590,MEM002154,2024-09-18,Dinner,FOOD0032,broccoli,220.0,74.8,6.2,15.4,0.9,1.5,4.6
NL00001591,MEM001231,2024-03-27,Post-Workout,FOOD0038,cucumber,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00001592,MEM001762,2024-02-20,Lunch,FOOD0048,orange,110.0,66.0,0.6,16.5,0.2,1.6,5.0
NL00001593,MEM002083,2024-06-04,Lunch,FOOD0040,asparagus,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00001594,MEM000433,2024-07-23,Snack,FOOD0011,eggs,190.0,294.5,24.7,2.1,20.9,0.2,0.6
NL00001595,MEM001138,2024-01-07,Lunch,FOOD0049,strawberry,90.0,54.0,0.4,13.5,0.2,1.4,4.0
NL00001596,MEM000986,2024-01-02,Snack,FOOD0027,sweet potato,190.0,163.4,3.0,38.0,0.2,3.8,11.4
NL00001597,MEM000878,2024-07-31,Lunch,FOOD0033,spinach,160.0,36.8,4.6,5.8,0.6,0.6,1.8
NL00001598,MEM002075,2024-07-27,Snack,FOOD0063,almond butter,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00001599,MEM001837,2024-01-24,Post-Workout,FOOD0002,chicken thigh,190.0,397.1,49.4,0.0,20.9,0.0,0.0
NL00001600,MEM001357,2024-10-21,Lunch,FOOD0012,egg whites,240.0,240.0,7.2,36.0,7.2,3.6,10.8
NL00001601,MEM000530,2024-11-23,Lunch,FOOD0081,rice cakes,280.0,336.0,8.4,70.0,2.8,7.0,21.0
NL00001602,MEM002064,2024-11-11,Snack,FOOD0072,milk,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00001603,MEM000503,2024-12-07,Lunch,FOOD0056,pear,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00001604,MEM000441,2024-10-16,Breakfast,FOOD0002,chicken thigh,120.0,250.8,31.2,0.0,13.2,0.0,0.0
NL00001605,MEM000228,2024-04-22,Dinner,FOOD0078,butter,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00001606,MEM001963,2024-05-03,Dinner,FOOD0081,rice cakes,60.0,72.0,1.8,15.0,0.6,1.5,4.5
NL00001607,MEM002056,2024-03-07,Dinner,FOOD0054,watermelon,120.0,72.0,0.6,18.0,0.2,1.8,5.4
NL00001608,MEM001201,2024-11-12,Post-Workout,FOOD0063,almond butter,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00001609,MEM001757,2024-05-16,Post-Workout,FOOD0046,banana,50.0,44.5,0.6,11.5,0.2,1.2,3.4
NL00001610,MEM000625,2024-11-08,Dinner,FOOD0051,mango,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00001611,MEM000583,2024-05-01,Dinner,FOOD0058,grapefruit,70.0,42.0,0.4,10.5,0.1,1.0,3.2
NL00001612,MEM000786,2024-07-20,Lunch,FOOD0035,carrots,250.0,62.5,2.5,12.5,0.5,1.2,3.8
NL00001613,MEM001756,2024-02-02,Post-Workout,FOOD0056,pear,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00001614,MEM002094,2024-05-25,Lunch,FOOD0019,white rice,170.0,221.0,4.6,47.6,0.5,4.8,14.3
NL00001615,MEM001635,2024-06-01,Post-Workout,FOOD0085,maple syrup,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00001616,MEM001206,2024-04-03,Post-Workout,FOOD0043,brussels sprouts,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00001617,MEM002338,2024-05-04,Lunch,FOOD0068,cashews,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00001618,MEM000285,2024-05-26,Lunch,FOOD0069,pecans,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00001619,MEM001912,2024-04-12,Lunch,FOOD0057,kiwi,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00001620,MEM002062,2024-06-25,Breakfast,FOOD0060,almonds,250.0,1447.5,52.5,55.0,125.0,5.5,16.5
NL00001621,MEM001750,2024-07-15,Lunch,FOOD0061,walnuts,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00001622,MEM001775,2024-09-26,Post-Workout,FOOD0004,steak,240.0,650.4,60.0,0.0,45.6,0.0,0.0
NL00001623,MEM001767,2024-05-13,Snack,FOOD0025,white bread,150.0,180.0,4.5,37.5,1.5,3.8,11.2
NL00001624,MEM001505,2024-11-11,Snack,FOOD0053,grapes,60.0,36.0,0.3,9.0,0.1,0.9,2.7
NL00001625,MEM001440,2024-10-20,Snack,FOOD0045,mushrooms,240.0,240.0,7.2,36.0,7.2,3.6,10.8
NL00001626,MEM002079,2024-11-15,Snack,FOOD0015,tofu,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00001627,MEM002463,2024-09-18,Lunch,FOOD0059,avocado,240.0,384.0,4.8,20.4,36.0,2.2,6.0
NL00001628,MEM000390,2024-03-10,Lunch,FOOD0042,cauliflower,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00001629,MEM000751,2024-09-01,Snack,FOOD0012,egg whites,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00001630,MEM002124,2024-04-10,Breakfast,FOOD0029,couscous,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00001631,MEM001596,2024-04-14,Lunch,FOOD0068,cashews,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00001632,MEM000152,2024-04-12,Dinner,FOOD0024,whole wheat bread,270.0,324.0,8.1,67.5,2.7,6.8,20.2
NL00001633,MEM000130,2024-10-19,Lunch,FOOD0043,brussels sprouts,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00001634,MEM001885,2024-07-14,Lunch,FOOD0028,potato,100.0,86.0,1.6,20.0,0.1,2.0,6.0
NL00001635,MEM000579,2024-10-11,Snack,FOOD0016,tempeh,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00001636,MEM001991,2024-02-26,Post-Workout,FOOD0025,white bread,200.0,240.0,6.0,50.0,2.0,5.0,15.0
NL00001637,MEM000064,2024-03-26,Post-Workout,FOOD0056,pear,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00001638,MEM000911,2024-01-03,Lunch,FOOD0060,almonds,260.0,1505.4,54.6,57.2,130.0,5.7,17.2
NL00001639,MEM002469,2024-04-06,Snack,FOOD0044,zucchini,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00001640,MEM000778,2024-11-05,Breakfast,FOOD0013,turkey breast,220.0,220.0,6.6,33.0,6.6,3.3,9.9
NL00001641,MEM000808,2024-10-22,Post-Workout,FOOD0026,pasta,60.0,78.6,3.0,15.0,0.7,1.5,4.5
NL00001642,MEM000177,2024-05-07,Snack,FOOD0065,coconut oil,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00001643,MEM000218,2024-11-23,Dinner,FOOD0077,whey protein,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00001644,MEM002226,2024-12-03,Dinner,FOOD0027,sweet potato,90.0,77.4,1.4,18.0,0.1,1.8,5.4
NL00001645,MEM002410,2024-05-16,Snack,FOOD0032,broccoli,90.0,30.6,2.5,6.3,0.4,0.6,1.9
NL00001646,MEM000310,2024-02-16,Breakfast,FOOD0084,honey,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00001647,MEM000843,2024-08-29,Snack,FOOD0033,spinach,240.0,55.2,7.0,8.6,1.0,1.0,2.6
NL00001648,MEM000341,2024-09-20,Breakfast,FOOD0052,pineapple,230.0,119.6,0.7,32.2,0.5,3.2,9.7
NL00001649,MEM000176,2024-05-09,Lunch,FOOD0070,sunflower seeds,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00001650,MEM000778,2024-06-05,Breakfast,FOOD0012,egg whites,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00001651,MEM002163,2024-06-03,Post-Workout,FOOD0033,spinach,230.0,52.9,6.7,8.3,0.9,0.9,2.5
NL00001652,MEM000132,2024-03-04,Dinner,FOOD0004,steak,100.0,271.0,25.0,0.0,19.0,0.0,0.0
NL00001653,MEM002420,2024-05-19,Breakfast,FOOD0031,tortilla,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00001654,MEM000767,2024-07-26,Dinner,FOOD0047,apple,120.0,62.4,0.4,16.8,0.2,1.7,5.0
NL00001655,MEM002390,2024-01-18,Dinner,FOOD0009,shrimp,120.0,144.0,28.8,0.0,2.4,0.0,0.0
NL00001656,MEM002289,2024-04-18,Lunch,FOOD0024,whole wheat bread,260.0,312.0,7.8,65.0,2.6,6.5,19.5
NL00001657,MEM000671,2024-07-22,Snack,FOOD0075,cheddar cheese,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00001658,MEM001323,2024-07-19,Breakfast,FOOD0037,tomato,70.0,17.5,0.7,3.5,0.1,0.4,1.0
NL00001659,MEM002242,2024-07-09,Snack,FOOD0058,grapefruit,280.0,168.0,1.4,42.0,0.6,4.2,12.6
NL00001660,MEM000651,2024-04-24,Snack,FOOD0040,asparagus,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00001661,MEM001762,2024-06-15,Snack,FOOD0032,broccoli,220.0,74.8,6.2,15.4,0.9,1.5,4.6
NL00001662,MEM001360,2024-01-31,Post-Workout,FOOD0028,potato,260.0,223.6,4.2,52.0,0.3,5.2,15.6
NL00001663,MEM002076,2024-04-11,Lunch,FOOD0018,cottage cheese,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00001664,MEM001970,2024-02-16,Lunch,FOOD0001,chicken breast,190.0,313.5,58.9,0.0,6.8,0.0,0.0
NL00001665,MEM000178,2024-12-11,Breakfast,FOOD0036,bell pepper,70.0,17.5,0.7,3.5,0.1,0.4,1.0
NL00001666,MEM001151,2024-07-19,Lunch,FOOD0033,spinach,200.0,46.0,5.8,7.2,0.8,0.8,2.2
NL00001667,MEM001514,2024-09-29,Post-Workout,FOOD0034,kale,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00001668,MEM002031,2024-02-16,Lunch,FOOD0020,brown rice,130.0,145.6,3.4,31.2,1.2,3.1,9.4
NL00001669,MEM002113,2024-07-18,Dinner,FOOD0013,turkey breast,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00001670,MEM000851,2024-06-30,Dinner,FOOD0063,almond butter,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00001671,MEM002267,2024-06-19,Lunch,FOOD0076,yogurt,130.0,76.7,13.0,4.7,0.5,0.5,1.4
NL00001672,MEM000644,2024-10-12,Post-Workout,FOOD0071,greek yogurt,80.0,47.2,8.0,2.9,0.3,0.3,0.9
NL00001673,MEM001280,2024-09-14,Post-Workout,FOOD0085,maple syrup,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00001674,MEM001966,2024-04-27,Breakfast,FOOD0011,eggs,130.0,201.5,16.9,1.4,14.3,0.1,0.4
NL00001675,MEM001420,2024-07-24,Breakfast,FOOD0078,butter,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00001676,MEM000377,2024-02-13,Lunch,FOOD0015,tofu,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00001677,MEM000661,2024-05-17,Snack,FOOD0010,cod,190.0,228.0,45.6,0.0,3.8,0.0,0.0
NL00001678,MEM000690,2024-09-19,Breakfast,FOOD0081,rice cakes,90.0,108.0,2.7,22.5,0.9,2.2,6.8
NL00001679,MEM000066,2024-07-19,Dinner,FOOD0080,protein bar,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00001680,MEM000778,2024-03-06,Snack,FOOD0058,grapefruit,170.0,102.0,0.8,25.5,0.3,2.6,7.6
NL00001681,MEM002267,2024-08-29,Lunch,FOOD0063,almond butter,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00001682,MEM000383,2024-09-25,Breakfast,FOOD0040,asparagus,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00001683,MEM000352,2024-03-17,Post-Workout,FOOD0018,cottage cheese,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00001684,MEM000253,2024-07-22,Lunch,FOOD0054,watermelon,230.0,138.0,1.2,34.5,0.5,3.4,10.4
NL00001685,MEM000175,2024-05-10,Snack,FOOD0048,orange,230.0,138.0,1.2,34.5,0.5,3.4,10.4
NL00001686,MEM000475,2024-04-29,Dinner,FOOD0084,honey,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00001687,MEM001654,2024-02-01,Dinner,FOOD0037,tomato,100.0,25.0,1.0,5.0,0.2,0.5,1.5
NL00001688,MEM000067,2024-04-01,Dinner,FOOD0002,chicken thigh,280.0,585.2,72.8,0.0,30.8,0.0,0.0
NL00001689,MEM001676,2024-05-22,Snack,FOOD0082,popcorn,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00001690,MEM000628,2024-06-29,Lunch,FOOD0025,white bread,200.0,240.0,6.0,50.0,2.0,5.0,15.0
NL00001691,MEM002205,2024-06-01,Snack,FOOD0036,bell pepper,230.0,57.5,2.3,11.5,0.5,1.2,3.4
NL00001692,MEM001089,2024-11-02,Lunch,FOOD0025,white bread,110.0,132.0,3.3,27.5,1.1,2.8,8.2
NL00001693,MEM000908,2024-10-23,Lunch,FOOD0015,tofu,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00001694,MEM001285,2024-09-07,Dinner,FOOD0063,almond butter,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00001695,MEM001759,2024-11-17,Lunch,FOOD0029,couscous,160.0,160.0,4.8,24.0,4.8,2.4,7.2
NL00001696,MEM000668,2024-07-14,Breakfast,FOOD0062,peanut butter,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00001697,MEM001087,2024-05-13,Snack,FOOD0045,mushrooms,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00001698,MEM000024,2024-10-10,Lunch,FOOD0050,blueberry,220.0,132.0,1.1,33.0,0.4,3.3,9.9
NL00001699,MEM002478,2024-08-08,Lunch,FOOD0025,white bread,90.0,108.0,2.7,22.5,0.9,2.2,6.8
NL00001700,MEM001337,2024-06-07,Post-Workout,FOOD0057,kiwi,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00001701,MEM000666,2024-07-28,Lunch,FOOD0055,peach,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00001702,MEM001745,2024-05-28,Dinner,FOOD0064,olive oil,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00001703,MEM000019,2024-06-14,Lunch,FOOD0016,tempeh,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00001704,MEM001824,2024-07-03,Dinner,FOOD0079,granola bar,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00001705,MEM000984,2024-07-23,Breakfast,FOOD0034,kale,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00001706,MEM000333,2024-02-11,Snack,FOOD0016,tempeh,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00001707,MEM002207,2024-03-21,Lunch,FOOD0059,avocado,60.0,96.0,1.2,5.1,9.0,0.5,1.5
NL00001708,MEM000019,2024-04-22,Dinner,FOOD0044,zucchini,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00001709,MEM001618,2024-11-16,Breakfast,FOOD0031,tortilla,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00001710,MEM001432,2024-04-06,Snack,FOOD0070,sunflower seeds,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00001711,MEM002103,2024-10-02,Dinner,FOOD0075,cheddar cheese,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00001712,MEM000899,2024-04-05,Post-Workout,FOOD0036,bell pepper,280.0,70.0,2.8,14.0,0.6,1.4,4.2
NL00001713,MEM001533,2024-10-09,Dinner,FOOD0003,ground beef,200.0,500.0,52.0,0.0,34.0,0.0,0.0
NL00001714,MEM002475,2024-12-07,Post-Workout,FOOD0053,grapes,100.0,60.0,0.5,15.0,0.2,1.5,4.5
NL00001715,MEM001784,2024-06-12,Snack,FOOD0069,pecans,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00001716,MEM000394,2024-08-21,Breakfast,FOOD0014,ground turkey,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00001717,MEM000259,2024-08-01,Breakfast,FOOD0013,turkey breast,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00001718,MEM001115,2024-04-01,Dinner,FOOD0063,almond butter,220.0,220.0,6.6,33.0,6.6,3.3,9.9
NL00001719,MEM000192,2024-02-01,Snack,FOOD0033,spinach,120.0,27.6,3.5,4.3,0.5,0.5,1.3
NL00001720,MEM001418,2024-07-08,Lunch,FOOD0050,blueberry,280.0,168.0,1.4,42.0,0.6,4.2,12.6
NL00001721,MEM001442,2024-08-28,Post-Workout,FOOD0015,tofu,50.0,50.0,1.5,7.5,1.5,0.8,2.2
NL00001722,MEM001521,2024-11-21,Dinner,FOOD0044,zucchini,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00001723,MEM000612,2024-08-20,Lunch,FOOD0063,almond butter,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00001724,MEM001262,2024-10-31,Post-Workout,FOOD0033,spinach,190.0,43.7,5.5,6.8,0.8,0.8,2.1
NL00001725,MEM001840,2024-02-23,Snack,FOOD0057,kiwi,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00001726,MEM001618,2024-11-25,Lunch,FOOD0027,sweet potato,110.0,94.6,1.8,22.0,0.1,2.2,6.6
NL00001727,MEM001891,2024-03-25,Lunch,FOOD0056,pear,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00001728,MEM000050,2024-06-01,Snack,FOOD0082,popcorn,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00001729,MEM001998,2024-11-08,Lunch,FOOD0046,banana,260.0,231.4,2.9,59.8,0.8,6.0,17.9
NL00001730,MEM002217,2024-03-01,Dinner,FOOD0010,cod,170.0,204.0,40.8,0.0,3.4,0.0,0.0
NL00001731,MEM000631,2024-09-07,Lunch,FOOD0072,milk,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00001732,MEM000843,2024-02-27,Post-Workout,FOOD0061,walnuts,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00001733,MEM002284,2024-10-18,Dinner,FOOD0081,rice cakes,180.0,216.0,5.4,45.0,1.8,4.5,13.5
NL00001734,MEM001870,2024-06-05,Snack,FOOD0083,dark chocolate,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00001735,MEM002447,2024-04-18,Lunch,FOOD0042,cauliflower,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00001736,MEM001131,2024-11-12,Post-Workout,FOOD0036,bell pepper,200.0,50.0,2.0,10.0,0.4,1.0,3.0
NL00001737,MEM001058,2024-09-20,Lunch,FOOD0019,white rice,300.0,390.0,8.1,84.0,0.9,8.4,25.2
NL00001738,MEM001602,2024-07-03,Lunch,FOOD0050,blueberry,260.0,156.0,1.3,39.0,0.5,3.9,11.7
NL00001739,MEM000041,2024-07-12,Lunch,FOOD0021,jasmine rice,110.0,132.0,3.3,27.5,1.1,2.8,8.2
NL00001740,MEM002057,2024-09-19,Dinner,FOOD0038,cucumber,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00001741,MEM001540,2024-07-07,Post-Workout,FOOD0059,avocado,180.0,288.0,3.6,15.3,27.0,1.6,4.5
NL00001742,MEM002470,2024-07-14,Lunch,FOOD0068,cashews,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00001743,MEM000350,2024-07-03,Breakfast,FOOD0037,tomato,250.0,62.5,2.5,12.5,0.5,1.2,3.8
NL00001744,MEM001870,2024-07-17,Lunch,FOOD0035,carrots,150.0,37.5,1.5,7.5,0.3,0.8,2.2
NL00001745,MEM000485,2024-05-18,Post-Workout,FOOD0029,couscous,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00001746,MEM002460,2024-01-17,Snack,FOOD0051,mango,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00001747,MEM002156,2024-09-16,Dinner,FOOD0019,white rice,110.0,143.0,3.0,30.8,0.3,3.1,9.2
NL00001748,MEM001312,2024-05-17,Breakfast,FOOD0064,olive oil,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00001749,MEM001843,2024-03-17,Post-Workout,FOOD0015,tofu,50.0,50.0,1.5,7.5,1.5,0.8,2.2
NL00001750,MEM001086,2024-07-22,Dinner,FOOD0031,tortilla,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00001751,MEM001469,2024-05-04,Snack,FOOD0042,cauliflower,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00001752,MEM000562,2024-12-06,Post-Workout,FOOD0042,cauliflower,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00001753,MEM002228,2024-08-21,Post-Workout,FOOD0032,broccoli,300.0,102.0,8.4,21.0,1.2,2.1,6.3
NL00001754,MEM001505,2024-09-24,Breakfast,FOOD0053,grapes,100.0,60.0,0.5,15.0,0.2,1.5,4.5
NL00001755,MEM000502,2024-09-17,Snack,FOOD0036,bell pepper,70.0,17.5,0.7,3.5,0.1,0.4,1.0
NL00001756,MEM000787,2024-11-18,Breakfast,FOOD0007,tuna,100.0,132.0,28.0,0.0,1.3,0.0,0.0
NL00001757,MEM002177,2024-12-08,Post-Workout,FOOD0075,cheddar cheese,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00001758,MEM000188,2024-06-29,Breakfast,FOOD0080,protein bar,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00001759,MEM001824,2024-01-19,Lunch,FOOD0084,honey,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00001760,MEM002058,2024-08-09,Dinner,FOOD0042,cauliflower,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00001761,MEM000914,2024-03-11,Dinner,FOOD0063,almond butter,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00001762,MEM001215,2024-04-11,Post-Workout,FOOD0010,cod,130.0,156.0,31.2,0.0,2.6,0.0,0.0
NL00001763,MEM001856,2024-04-10,Lunch,FOOD0083,dark chocolate,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00001764,MEM002116,2024-04-09,Breakfast,FOOD0055,peach,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00001765,MEM000976,2024-07-05,Post-Workout,FOOD0009,shrimp,280.0,336.0,67.2,0.0,5.6,0.0,0.0
NL00001766,MEM000843,2024-06-06,Snack,FOOD0069,pecans,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00001767,MEM000654,2024-01-13,Snack,FOOD0004,steak,90.0,243.9,22.5,0.0,17.1,0.0,0.0
NL00001768,MEM002156,2024-07-18,Lunch,FOOD0030,bagel,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00001769,MEM001113,2024-08-05,Lunch,FOOD0049,strawberry,110.0,66.0,0.6,16.5,0.2,1.6,5.0
NL00001770,MEM001903,2024-10-15,Breakfast,FOOD0085,maple syrup,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00001771,MEM000902,2024-10-22,Breakfast,FOOD0076,yogurt,180.0,106.2,18.0,6.5,0.7,0.7,2.0
NL00001772,MEM002165,2024-07-08,Dinner,FOOD0036,bell pepper,210.0,52.5,2.1,10.5,0.4,1.0,3.2
NL00001773,MEM001524,2024-03-28,Post-Workout,FOOD0010,cod,220.0,264.0,52.8,0.0,4.4,0.0,0.0
NL00001774,MEM001532,2024-12-14,Post-Workout,FOOD0046,banana,180.0,160.2,2.0,41.4,0.5,4.1,12.4
NL00001775,MEM000549,2024-03-14,Post-Workout,FOOD0019,white rice,280.0,364.0,7.6,78.4,0.8,7.8,23.5
NL00001776,MEM000421,2024-01-30,Breakfast,FOOD0008,tilapia,260.0,312.0,62.4,0.0,5.2,0.0,0.0
NL00001777,MEM001311,2024-06-12,Dinner,FOOD0033,spinach,170.0,39.1,4.9,6.1,0.7,0.7,1.9
NL00001778,MEM000573,2024-04-03,Post-Workout,FOOD0081,rice cakes,60.0,72.0,1.8,15.0,0.6,1.5,4.5
NL00001779,MEM000242,2024-09-27,Dinner,FOOD0004,steak,280.0,758.8,70.0,0.0,53.2,0.0,0.0
NL00001780,MEM000276,2024-08-28,Dinner,FOOD0052,pineapple,280.0,145.6,0.8,39.2,0.6,3.9,11.8
NL00001781,MEM001778,2024-12-01,Post-Workout,FOOD0012,egg whites,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00001782,MEM001061,2024-01-15,Dinner,FOOD0067,flax seeds,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00001783,MEM000259,2024-01-26,Snack,FOOD0033,spinach,270.0,62.1,7.8,9.7,1.1,1.1,3.0
NL00001784,MEM001249,2024-01-08,Post-Workout,FOOD0051,mango,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00001785,MEM001360,2024-05-03,Post-Workout,FOOD0051,mango,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00001786,MEM002197,2024-07-20,Dinner,FOOD0049,strawberry,300.0,180.0,1.5,45.0,0.6,4.5,13.5
NL00001787,MEM001482,2024-10-02,Dinner,FOOD0029,couscous,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00001788,MEM002287,2024-06-05,Post-Workout,FOOD0030,bagel,50.0,50.0,1.5,7.5,1.5,0.8,2.2
NL00001789,MEM000193,2024-02-21,Post-Workout,FOOD0045,mushrooms,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00001790,MEM001467,2024-09-02,Breakfast,FOOD0072,milk,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00001791,MEM001298,2024-07-05,Breakfast,FOOD0022,quinoa,290.0,348.0,12.8,60.9,5.5,6.1,18.3
